Entry,Pfam
Q9Y5X1,PF00787
Q9Y5X1,PF00018
Q9UNH7,PF00787
Q9UNH7,PF09325
Q8TBC3,PF02214
Q8IX30,PF12662
Q8IX30,PF00431
Q8IX30,PF12947
Q8IX30,PF07645
Q8IX30,PF07699
Q9NP99,PF07686
Q9Y6D0,PF10961
O15405,PF00505
A2VEC9,PF08742
A2VEC9,PF00754
A2VEC9,PF00057
A2VEC9,PF01826
A2VEC9,PF00090
A2VEC9,PF00094
A6NKW6,PF13908
Q9UIG8,PF07648
Q9UIG8,PF03137
Q9Y657,PF02513
Q5JUX0,PF02513
P31391,PF00001
P07602,PF02199
P07602,PF05184
P07602,PF03489
Q8WWL2,PF16474
O43278,PF00014
O43278,PF00057
O43278,PF07502
P49223,PF00014
Q96RJ0,PF00001
O60902,PF00046
O60902,PF03826
Q9GZT3,PF00076
O15266,PF00046
O15266,PF03826
Q9P1P5,PF00001
Q9BVL4,PF02696
Q8N2H4,PF09801
O14508,PF00017
O14508,PF07525
O14544,PF00017
O14544,PF07525
P08582,PF00405
O60858,PF00643
O60858,PF13445
P63302,PF10262
Q9H3S1,PF01437
Q9H3S1,PF01403
Q8IWR1,PF00643
Q8IWR1,PF13445
Q8IWZ4,PF00643
P22531,PF14820
O95754,PF01437
O95754,PF01403
O75326,PF13895
O75326,PF01437
O75326,PF01403
Q96RM1,PF14820
Q9Y6R1,PF07565
Q9Y6R1,PF00955
Q13243,PF00076
Q15475,PF00046
Q15475,PF16878
Q96ES7,PF07039
Q9UBT2,PF00899
Q9UBT2,PF14732
Q9UBT2,PF16195
O94826,PF00515
O94826,PF13181
P12755,PF08782
P12755,PF02437
P12757,PF08782
P12757,PF02437
Q8N205,PF10541
A6NKC9,PF00017
P02743,PF00354
P22090,PF16121
P22090,PF00467
P22090,PF00900
P22090,PF08071
Q12962,PF03540
O75410,PF05010
Q9HBM6,PF02291
Q8IZX4,PF00439
Q8IZX4,PF12157
Q8IZX4,PF09247
Q8IZX4,PF15288
Q9UKG4,PF00939
Q9BUR4,PF00400
Q9BRU2,PF04538
Q96A04,PF15836
Q64LD2,PF00400
Q15061,PF04003
Q15061,PF00400
Q9Y473,PF01352
Q9Y473,PF00096
Q14588,PF01352
Q14588,PF00096
Q9Y2Q1,PF01352
Q9Y2Q1,PF00096
Q6ZQQ6,PF00400
Q9NR11,PF01352
Q9NR11,PF00096
Q8N554,PF07776
Q8N554,PF00096
Q9NYT6,PF01352
Q9NYT6,PF00096
Q9H3U1,PF13181
Q9H3U1,PF11701
Q499Z4,PF00096
Q5VV52,PF00096
Q3KQV3,PF01352
Q3KQV3,PF00096
Q6ZN11,PF01352
Q6ZN11,PF00096
P33764,PF01023
P84022,PF03165
P84022,PF03166
O00338,PF00685
Q9NP77,PF04722
O15245,PF00083
Q15796,PF03165
Q15796,PF03166
A2RU48,PF15047
Q9BTX3,PF05620
O75751,PF07690
Q3KQZ1,PF00153
Q96DW6,PF00153
Q5ST30,PF08264
Q5ST30,PF00133
P58743,PF01740
P58743,PF00916
Q9H0R3,PF05608
Q9Y2P5,PF00501
Q9Y2P5,PF13193
Q9NUL3,PF00035
Q9NUL3,PF16482
P02808,PF03875
Q96Q45,PF15383
O76061,PF03298
P52823,PF03298
O95210,PF00686
Q9UPZ6,PF00090
Q9NRL3,PF08232
Q9NRL3,PF00400
P02786,PF02225
P02786,PF04389
P02786,PF04253
Q13033,PF08232
Q13033,PF00400
A6NNZ2,PF00091
A6NNZ2,PF03953
Q9BV44,PF02926
Q9BV44,PF01170
Q9NYW7,PF05296
Q6DHY5,PF00566
Q15814,PF07986
Q15814,PF16752
Q96CM3,PF00849
Q9BT49,PF05485
Q9UL17,PF00907
Q9NWX6,PF04446
Q9NWX6,PF14413
P51854,PF02779
P51854,PF02780
P51854,PF00456
Q08117,PF03920
Q9Y2W6,PF00013
Q9Y2W6,PF00567
P67809,PF00313
Q07157,PF00625
Q07157,PF00595
Q07157,PF07653
Q07157,PF00791
P04437,PF07686
A0A576,PF07686
P40818,PF00581
P40818,PF00443
P40818,PF08969
Q49AA0,PF01352
Q49AA0,PF00096
Q68DK2,PF01363
P0C7U3,PF01529
Q99990,PF07545
Q14590,PF01352
Q14590,PF00096
Q13106,PF01352
Q13106,PF00096
P35916,PF07679
P35916,PF07714
P35916,PF17988
Q8NDX2,PF07690
Q14135,PF15245
Q86XU0,PF01352
Q86XU0,PF00096
Q1A5X7,PF15871
A6NHJ4,PF01352
A6NHJ4,PF00096
Q7Z7L9,PF02023
Q7Z7L9,PF00096
Q6ZT98,PF03133
Q8NG68,PF03133
Q8NBJ9,PF13965
Q5T215,PF04051
Q9HA65,PF12068
Q9HA65,PF00566
Q8TC07,PF12068
Q8TC07,PF00566
Q96NL0,PF02759
A0A087X1G2,PF00566
Q92609,PF00566
Q01196,PF00853
Q01196,PF08504
Q9UJT0,PF00091
Q9UJT0,PF03953
Q96EK4,PF05485
O60806,PF00907
Q96DA6,PF00226
P51864,PF09443
Q5VZ19,PF00076
Q5VZ19,PF00567
Q04726,PF03920
Q04726,PF00400
P46939,PF00307
P46939,PF09068
P46939,PF09069
P46939,PF00435
P46939,PF00397
P46939,PF00569
Q969X6,PF00400
P17480,PF00505
P17480,PF09011
P17480,PF14887
A0A087X0M5,PF07686
Q9UPX0,PF13895
Q8N7F7,PF17840
Q8N7F7,PF00240
Q92995,PF00627
Q92995,PF00443
Q92995,PF02148
Q92995,PF17807
Q9BRA2,PF06110
Q86Y25,PF01352
Q86Y25,PF00096
Q86SH2,PF13695
O14604,PF01290
Q8NCP5,PF00651
Q8NCP5,PF00096
O15156,PF00651
O15156,PF00096
P49767,PF03128
P49767,PF00341
Q9BV38,PF00400
Q9BV38,PF14077
Q9C0J8,PF00400
Q8IYN0,PF01352
Q8IYN0,PF00096
O75385,PF12063
O75385,PF00069
P52741,PF00096
O14709,PF01352
O14709,PF02023
O14709,PF00096
Q9UL59,PF01352
Q9UL59,PF00096
Q9UL58,PF01352
Q9UL58,PF02023
Q9UL58,PF00096
Q9HBT7,PF01352
Q9HBT7,PF02023
Q9HBT7,PF00096
Q8NB66,PF00130
Q8NB66,PF00168
Q8NB66,PF06292
Q8NB66,PF10540
Q9UDV7,PF12417
Q9UDV7,PF01352
Q9UDV7,PF00096
A8K8V0,PF01352
A8K8V0,PF00096
A6NJT0,PF00046
Q5BKZ1,PF04988
A8MT65,PF01352
A8MT65,PF00096
O60304,PF01352
O60304,PF02023
O60304,PF00096
Q6ZTB9,PF00096
Q8WV37,PF01352
Q8WV37,PF00096
Q12999,PF00335
Q5MCW4,PF01352
Q5MCW4,PF00096
O43516,PF02205
Q9Y5A6,PF02023
Q9Y5A6,PF00096
Q8N8Y2,PF01992
Q9H4B6,PF00397
P55000,PF00021
Q9UNY4,PF00271
Q9UNY4,PF00176
Q9UNY4,PF06839
Q8TDU5,PF03402
Q8N9K5,PF01352
Q8N9K5,PF00096
Q9BSA4,PF04906
A6NFQ2,PF17291
A6NFQ2,PF13402
Q9Y2C2,PF03567
P0CG48,PF00240
Q15386,PF00632
A0A0B4J237,PF07686
A0A5A2,PF07686
Q5TCY1,PF00069
A0A1B0GX49,PF07686
A0A0J9YXY3,PF07686
A0A0K0K1A5,PF07686
A0A599,PF07686
O95045,PF01048
A0A0K0K1C0,PF07686
Q9NRR5,PF00627
Q9NRR5,PF00240
Q3LFD5,PF00443
O95071,PF11547
O95071,PF00632
O95071,PF00658
Q96DT7,PF00651
P51784,PF06337
P51784,PF14836
P51784,PF00443
P51784,PF14533
Q8IVQ6,PF01529
Q6FIF0,PF01754
Q6FIF0,PF01428
Q6ZN57,PF00096
Q9P2L0,PF12894
Q9UBW7,PF12012
Q9UBW7,PF06467
Q9H898,PF12171
O95125,PF01352
O95125,PF02023
O95125,PF00096
Q2M3W8,PF01352
Q2M3W8,PF00096
Q9Y2P7,PF01352
Q9Y2P7,PF00096
Q9P2U8,PF07690
Q8IV45,PF00531
Q8IV45,PF17217
Q8IV45,PF00791
A6NE52,PF00400
Q8N859,PF01352
Q8N859,PF00096
Q92670,PF01352
Q92670,PF02023
Q92670,PF00096
Q5TEC3,PF00096
Q9HCJ6,PF08240
P17861,PF07716
Q5THJ4,PF12624
Q5THJ4,PF06650
Q5THJ4,PF00627
Q5THJ4,PF16908
Q5THJ4,PF16909
Q5THJ4,PF16910
Q96JC1,PF00780
Q96JC1,PF10366
Q96JC1,PF10367
P49754,PF00637
A6NJY4,PF15125
P0DP72,PF00041
Q9UHF0,PF03823
Q6ZRR5,PF03798
Q9H147,PF18192
Q9Y4C2,PF17291
Q9Y4C2,PF13402
Q9NR96,PF18837
Q9NR96,PF13516
Q9NR96,PF13855
Q9NR96,PF01582
Q7L0Y3,PF01746
Q10587,PF07716
Q92545,PF12371
Q502W6,PF15057
Q502W6,PF13768
Q86UX7,PF00373
Q86UX7,PF18124
Q86UX7,PF00169
Q7Z7E8,PF00179
O14933,PF00179
A0A0K0K1C4,PF07686
P35544,PF00240
Q9Y6I4,PF00443
Q9Y6I4,PF02148
Q9H0E7,PF00443
Q9H0E7,PF02148
Q5T4S7,PF13764
Q5T4S7,PF02207
P63313,PF01290
Q9Y5K5,PF01088
Q9Y5K5,PF18031
P09936,PF01088
Q8N567,PF00098
P0C7P4,PF00355
P0C7P4,PF09165
P0C7P4,PF02921
P16662,PF00201
Q8WTX9,PF01529
Q92890,PF03152
P61960,PF03671
Q9NTW7,PF00096
Q86XI8,PF17738
Q9H0M0,PF00168
Q9H0M0,PF00632
Q9H0M0,PF00397
Q8NFZ6,PF03402
P26651,PF00642
Q9UKW4,PF00130
Q9UKW4,PF11971
Q9UKW4,PF00169
Q9UKW4,PF00621
Q9UKW4,PF00017
Q9UKW4,PF07653
Q96JH7,PF02338
Q9H321,PF15231
Q96IQ7,PF07686
P01033,PF00965
P61077,PF00179
Q765I0,PF02083
P0CB48,PF00505
A0A075B6W5,PF07686
A0A0A6YYK1,PF07686
Q96S82,PF00240
P17032,PF01352
P17032,PF00096
Q6DD87,PF00096
Q6P9G9,PF02023
Q6P9G9,PF00096
Q86XN6,PF01352
Q86XN6,PF00096
Q96JG9,PF00096
P0CJ79,PF01352
P0CJ79,PF00096
Q6ZNG1,PF00096
O60637,PF00335
Q8TC21,PF01352
Q8TC21,PF00096
Q6ZSS3,PF01352
Q6ZSS3,PF00096
Q8NEW0,PF01545
Q9UBK9,PF02996
O00258,PF04420
Q96AY4,PF12770
Q96AY4,PF13176
Q96AY4,PF13181
Q96AP4,PF07910
Q9UGI0,PF18418
Q9UGI0,PF02338
Q9UGI0,PF00641
Q7L8A9,PF14822
Q9BYN8,PF14943
O95772,PF10457
Q96HP8,PF04103
Q8NDZ6,PF10268
P00734,PF00594
P00734,PF00051
P00734,PF09396
P00734,PF00089
O95379,PF05527
A6NKL6,PF10177
Q9P2R7,PF08442
Q9P2R7,PF00549
Q99426,PF01302
Q99426,PF14560
O95759,PF02893
O95759,PF00566
P62857,PF01200
Q9BVN2,PF02759
Q9BVN2,PF14604
Q13507,PF12796
Q13507,PF00520
Q13507,PF08344
P48995,PF00520
P48995,PF08344
O95988,PF01840
Q8NDG6,PF00270
Q8NDG6,PF04408
Q8NDG6,PF00271
Q8NDG6,PF00567
A0A1B0GUS4,PF00179
P51965,PF00179
O75691,PF07539
P07947,PF07714
P07947,PF00017
P07947,PF00018
A6NH52,PF05832
A0A075B6N3,PF07686
Q14694,PF07145
Q14694,PF00443
Q9UPU5,PF00443
Q86VQ3,PF00085
Q9UGR2,PF13181
Q9UGR2,PF00642
Q8NFA0,PF06337
Q8NFA0,PF13202
Q8NFA0,PF00443
Q9NS37,PF00170
P21281,PF00006
P21281,PF02874
Q9H320,PF15231
P45880,PF01459
Q13488,PF01496
Q9Y6I0,PF01585
Q9Y6I0,PF00077
Q86VN1,PF04157
Q86VN1,PF11605
Q96JG6,PF10474
Q96JG6,PF10475
Q8TAG5,PF07686
P15018,PF01291
O95243,PF01429
Q9BXW7,PF13344
O60674,PF18379
O60674,PF18377
O60674,PF17887
O60674,PF07714
O60674,PF00017
P30511,PF07654
P30511,PF00129
Q53FT3,PF05603
Q06413,PF12347
Q06413,PF00319
P35527,PF00038
Q6ZMJ4,PF15036
Q14696,PF10185
P05546,PF00079
Q5SRI9,PF16317
O15151,PF02201
O15151,PF00641
Q9BSE4,PF00240
Q659C4,PF05383
Q92615,PF05383
P08183,PF00664
P08183,PF00005
Q96HZ4,PF07527
Q96HZ4,PF00010
Q719H9,PF02214
Q9H8J5,PF07502
Q9Y597,PF02214
Q8WVB3,PF00728
O94992,PF15313
P42357,PF00221
P42357,PF12053
Q96MH2,PF15313
Q9NQ87,PF07527
Q9NQ87,PF00010
Q71RC2,PF05383
P10721,PF00047
P10721,PF07714
Q99707,PF02310
Q99707,PF02607
Q99707,PF02965
Q99707,PF00809
Q99707,PF02574
P22612,PF00069
A0A0U1RRK4,PF15317
Q13118,PF00096
O14901,PF00096
Q86UK5,PF12297
Q6P1K1,PF16954
Q8N6L0,PF14658
Q8N6L0,PF14662
P0C7V9,PF01795
Q16773,PF00155
A6NDR6,PF05920
A6NDR6,PF16493
Q96C03,PF03281
Q9H3N8,PF00001
Q9Y5N1,PF00001
Q92831,PF00583
Q92831,PF00439
Q92831,PF06466
Q5JT82,PF00096
P04233,PF09307
P04233,PF08831
P04233,PF00086
Q92993,PF01853
Q92993,PF11717
Q92993,PF17772
Q9Y5W3,PF00096
P52954,PF00046
P57682,PF00096
P0DP01,PF07686
Q5VSP4,PF00061
P01814,PF07686
A0A0B4J1V2,PF07686
O95251,PF01853
O95251,PF01530
O95251,PF17772
Q8TC71,PF16026
P01780,PF07686
P01762,PF07686
P01766,PF07686
A0A0B4J1V0,PF07686
Q13887,PF00096
Q99612,PF00096
O95447,PF15619
Q8N108,PF01448
Q8N108,PF00249
Q9Y2L9,PF00307
Q9Y2L9,PF13855
A0A0C4DH34,PF07686
Q5VUJ6,PF00307
Q5VUJ6,PF13855
A0A087WSY4,PF07686
P01825,PF07686
A0A0B4J2H0,PF07686
Q7Z3K6,PF01448
Q7Z3K6,PF00249
A0A0J9YVY3,PF07686
A6NCL2,PF15083
P14210,PF00051
P14210,PF00024
P14210,PF00089
Q9BTT4,PF09748
Q96D96,PF00520
Q96D96,PF16799
Q9P244,PF00041
Q9P244,PF07679
Q9P244,PF13855
Q53G59,PF07707
Q53G59,PF00651
Q53G59,PF01344
P04180,PF02450
Q9Y663,PF00685
P31260,PF00046
P00390,PF07992
P00390,PF02852
P31271,PF00046
P31271,PF12284
Q9Y662,PF00685
Q96QI5,PF00685
P0DMV8,PF00012
P07900,PF02518
P07900,PF00183
Q14568,PF02518
Q14568,PF00183
Q92826,PF00046
Q92826,PF12284
P09067,PF00046
Q13867,PF03051
Q9UL45,PF14712
P30988,PF00002
P30988,PF02793
Q96KA5,PF05602
Q8NHS1,PF00822
O15516,PF00010
O15516,PF00989
O75821,PF12353
O75821,PF00076
Q99853,PF00250
P35573,PF06202
P35573,PF14701
P35573,PF14702
P35573,PF14699
O60383,PF00019
P28324,PF00178
Q9UJU6,PF00241
Q9UJU6,PF14604
Q8N3Y1,PF12937
Q96CD0,PF12937
Q5MNV8,PF00646
P38117,PF01012
Q6ZVX7,PF04300
Q8TEB1,PF00400
P15884,PF00010
Q14624,PF06668
Q14624,PF08487
Q14624,PF00092
Q9NWA0,PF07544
Q14667,PF10351
Q14667,PF10344
Q14667,PF10347
Q96AQ8,PF07798
Q9NWR8,PF04678
Q6NXR0,PF05049
Q68EN5,PF08014
Q6EBC2,PF15209
P60568,PF00715
P35240,PF00769
P35240,PF09380
P35240,PF00373
P35240,PF09379
Q12906,PF00035
Q12906,PF07528
Q9HB29,PF13895
Q9HB29,PF18452
Q9HB29,PF01582
P48506,PF03074
P31269,PF00046
P31269,PF04617
Q96GX5,PF00069
Q8TCT9,PF04258
Q96RW7,PF12662
Q96RW7,PF07645
Q96RW7,PF07474
Q96RW7,PF07679
Q96RW7,PF00090
Q16609,PF00051
Q6NT76,PF04814
Q6NT76,PF00046
Q6YN16,PF00106
Q6YN16,PF02036
P60014,PF13885
P03956,PF00045
P03956,PF00413
P03956,PF01471
P60412,PF13885
Q9Y5R2,PF11857
Q9Y5R2,PF00045
Q9Y5R2,PF00413
Q9Y5R2,PF01471
O75900,PF00413
O75900,PF01549
Q9H8L6,PF00386
Q9H8L6,PF07546
Q7Z4W3,PF11759
Q9BQ66,PF13885
Q99698,PF02138
Q99698,PF14844
Q99698,PF00400
Q8TF66,PF00560
Q8TF66,PF13855
Q9NT99,PF07679
Q9NT99,PF00560
Q9NT99,PF13855
Q8WVV9,PF00076
Q8WVV9,PF11835
Q96KK3,PF02214
Q96KK3,PF00520
Q5JUK3,PF03493
Q5JUK3,PF07885
Q96CX6,PF13855
Q6UVM3,PF03493
Q6UVM3,PF07885
Q6ZNQ3,PF13855
Q96PG2,PF04103
P14316,PF00605
P78415,PF05920
P11150,PF00151
P11150,PF01477
A6NK58,PF03099
O75022,PF13895
P50053,PF00294
P01602,PF07686
Q9Y608,PF09738
Q4G0A6,PF13898
Q9BZL6,PF00130
Q9BZL6,PF00069
Q9BXW4,PF02991
Q06136,PF00106
Q16661,PF02058
Q8IV03,PF14854
Q12879,PF01094
Q12879,PF00060
Q12879,PF10613
Q12879,PF10565
P86496,PF15708
Q02509,PF00068
A1L443,PF12881
Q8N2R0,PF00096
P03891,PF06444
P03891,PF00361
P20585,PF01624
P20585,PF05188
P20585,PF05192
P20585,PF00488
Q8TAK6,PF00010
Q9UHB4,PF00667
Q9UHB4,PF00258
Q9UHB4,PF00175
P52701,PF01624
P52701,PF05188
P52701,PF05192
P52701,PF05190
P52701,PF00488
P52701,PF00855
Q7L1T6,PF04969
Q7L1T6,PF00173
Q7L1T6,PF00970
Q7L1T6,PF00175
Q3BBV2,PF06758
Q8WY41,PF05741
Q16795,PF01370
O15394,PF00041
O15394,PF07679
Q6NSW7,PF00046
Q9BXP8,PF00066
Q9BXP8,PF05572
Q9BXP8,PF00084
O95340,PF01747
O95340,PF14306
Q96A54,PF03006
O43677,PF15088
Q15800,PF04116
Q6ZVX9,PF03006
Q460N5,PF01661
Q460N5,PF00644
Q9BRX5,PF05916
O43639,PF00017
O43639,PF00018
O43639,PF14604
Q6J4K2,PF01699
Q99700,PF06741
Q99700,PF07145
Q99700,PF14438
O75909,PF02984
O75909,PF00134
O95394,PF02878
O95394,PF00408
Q9BY67,PF08205
Q9BY67,PF07686
Q9NS85,PF00194
P35663,PF15241
Q7Z5J1,PF00106
Q6UXL0,PF09294
Q6UXL0,PF01108
P21941,PF10393
P21941,PF00092
Q7L985,PF07679
Q7L985,PF13855
Q9H9L3,PF00929
P38571,PF00561
P52333,PF18379
P52333,PF18377
P52333,PF17887
P52333,PF07714
Q9HBG6,PF00400
Q8NI22,PF13499
Q14CZ8,PF07686
Q9Y6D9,PF05557
P54840,PF05693
Q693B1,PF02214
Q13557,PF08332
Q13557,PF00069
Q6ZRQ5,PF14911
Q6ZRQ5,PF14910
Q13201,PF00386
Q13201,PF00008
Q13201,PF07546
P16402,PF00538
Q13601,PF17903
Q9NQ48,PF15294
Q96KX0,PF00062
P0CJ77,PF15040
Q14533,PF00038
Q14533,PF16208
P41218,PF02760
P41218,PF02758
P22459,PF02214
P22459,PF00520
P22459,PF07941
O75582,PF00069
O75582,PF00433
Q5BKY1,PF13855
Q92806,PF01007
Q92806,PF17655
Q15842,PF01007
Q15842,PF17655
Q9UGI6,PF02888
Q9UGI6,PF07885
Q9UGI6,PF03530
Q6P9F7,PF13306
Q6P9F7,PF13855
Q6P9F7,PF12534
Q9Y5X9,PF00151
Q9Y5X9,PF01477
P23276,PF01431
P23276,PF05649
A0A087WSZ0,PF07686
A1Z1Q3,PF01661
Q5SSJ5,PF00538
P01615,PF07686
Q8WVP7,PF04791
P43626,PF00047
Q9ULI4,PF00225
Q86VH2,PF00225
Q3MHD2,PF09793
P17931,PF00337
Q9C086,PF04795
Q9C086,PF04438
Q969Y0,PF06312
P47929,PF00337
Q9NPH6,PF00061
Q68G75,PF03020
A6NMK8,PF15265
A0A075B6J1,PF07686
P35558,PF00821
P35558,PF17297
Q9BRK3,PF07686
Q9H2J4,PF02114
Q9UGY1,PF09805
A6NEV1,PF10630
Q15233,PF08075
Q15233,PF00076
Q8NH04,PF13853
Q8NGJ5,PF13853
Q8NH70,PF13853
Q9NPE3,PF04135
Q8NGJ2,PF13853
Q6IF63,PF13853
Q8TCB6,PF13853
Q86YV5,PF00069
Q9NZM5,PF07767
Q8NGH6,PF13853
O00567,PF01798
O00567,PF08156
Q8NGS3,PF13853
P49642,PF01896
P49643,PF04104
Q6IF42,PF13853
Q8NGH3,PF13853
Q15612,PF13853
O95918,PF13853
Q8NGY9,PF13853
O76000,PF13853
Q8NH37,PF13853
Q8NGN0,PF13853
Q6UWF7,PF06312
Q8NG95,PF13853
Q8NGA5,PF13853
Q8NGU1,PF13853
Q8NH50,PF13853
Q8NGM9,PF13853
Q8NGY7,PF13853
Q9P286,PF00786
Q9P286,PF00069
Q8NGQ6,PF13853
Q8NGA0,PF13853
O95007,PF13853
Q86SE8,PF03066
Q5VVY1,PF05891
P21953,PF02779
P21953,PF02780
P13349,PF01586
P13349,PF00010
P13349,PF12232
Q9NRP0,PF04756
Q6PK18,PF13640
Q7RTU3,PF00010
Q8IVL0,PF00004
Q8IVL0,PF00307
Q96RD7,PF00876
O75832,PF00023
O75832,PF12796
Q14596,PF16158
Q14596,PF00564
Q14596,PF00569
Q6ZS30,PF02138
Q6ZS30,PF15787
Q6ZS30,PF14844
Q6ZS30,PF00400
B4DH59,PF06758
Q8N660,PF06758
Q9BRT8,PF02492
Q9BRT8,PF07683
P10606,PF01215
C9JJ37,PF07707
C9JJ37,PF00651
P05062,PF00274
Q53EZ4,PF12180
P57076,PF11069
A4D0Y5,PF17712
P11511,PF00067
Q9C0K3,PF00022
Q8IZ16,PF15775
Q86TB3,PF02816
Q86TB3,PF07679
A6NKQ9,PF00007
Q8WTX7,PF13840
Q8WTX7,PF18700
P55789,PF04777
P53634,PF08773
P53634,PF00112
Q9NQ33,PF00010
P33076,PF13516
P33076,PF05729
P33076,PF17776
P07306,PF00059
Q4LE39,PF01388
Q4LE39,PF08169
Q4LE39,PF11717
Q7Z628,PF00169
Q7Z628,PF00621
Q9NXU5,PF00025
Q8NHP1,PF00248
P00736,PF00431
P00736,PF00084
P00736,PF00089
P17405,PF00149
Q8N0U7,PF17743
Q5BKT4,PF04922
Q9Y6Z7,PF01391
Q9Y6Z7,PF00059
Q6UWE3,PF15083
Q86SQ3,PF00002
Q86SQ3,PF07645
Q86SQ3,PF01825
Q6Y288,PF02434
Q8IU99,PF14798
P07766,PF02189
Q53ET0,PF12886
Q53ET0,PF12885
Q53ET0,PF12884
Q13490,PF00653
Q13490,PF00619
O14967,PF00262
Q92560,PF01088
Q92560,PF18031
Q9NYQ8,PF00028
Q9NYQ8,PF00008
Q9NYQ8,PF02210
O95718,PF00104
O95718,PF00105
Q5T6J7,PF01202
P48728,PF01571
P48728,PF08669
Q6P3S6,PF12937
Q6P3S6,PF07646
Q58WW2,PF00400
Q9H4G0,PF05902
Q9H4G0,PF08736
Q9H4G0,PF09380
Q9H4G0,PF00373
Q9H4G0,PF09379
Q9H4G0,PF04382
Q9Y603,PF00178
Q9Y603,PF02198
P08514,PF01839
P08514,PF00357
P08514,PF08441
P17936,PF00219
P17936,PF00086
Q13547,PF00850
A6NDZ8,PF14048
A6NDZ8,PF16564
P10911,PF13716
P10911,PF00169
P10911,PF00621
Q8IV36,PF12722
P48357,PF06328
P48357,PF18589
Q6NUN7,PF15261
Q13907,PF00293
Q8IYA7,PF05920
P58340,PF10248
P40692,PF01119
P40692,PF16413
Q16873,PF01124
Q9Y2T3,PF01979
Q9C010,PF02827
Q9HD34,PF05347
P12980,PF00010
Q9H300,PF01694
Q96G74,PF02338
Q9Y5I3,PF00028
Q9Y5I3,PF08266
Q9Y5I3,PF15974
Q9Y5F0,PF00028
Q9Y5F0,PF08266
Q9Y5F0,PF16492
Q8IVV8,PF05640
Q76G19,PF00595
Q96C36,PF03807
Q96C36,PF14748
Q13113,PF15807
Q13423,PF01262
Q13423,PF05222
Q13423,PF02233
Q13423,PF12769
Q9Y233,PF01590
Q9Y233,PF00233
Q13823,PF01926
Q13823,PF08153
Q96CW9,PF00053
Q96CW9,PF00055
Q8N543,PF13661
Q8N543,PF10637
Q9UJ70,PF01869
Q13133,PF00104
Q13133,PF00105
Q15743,PF00001
Q9NXX6,PF15412
Q9NXX6,PF08743
Q14994,PF00104
Q14994,PF00105
O60502,PF07555
Q9NX02,PF13516
Q9NX02,PF05729
Q9NX02,PF17776
Q9NX02,PF17779
Q9NX02,PF02758
Q9UHE5,PF00583
Q96MN2,PF13516
Q96MN2,PF05729
Q96MN2,PF17776
Q96MN2,PF17779
Q96MN2,PF02758
Q99983,PF13855
O43653,PF00021
Q3BBV0,PF06758
Q5TI25,PF06758
Q7Z5D8,PF00046
Q96M43,PF06758
Q7Z6K4,PF12796
Q9H7Z3,PF08424
P03901,PF00420
O95139,PF09782
Q96KJ4,PF06060
P08118,PF05825
Q9NX14,PF10183
Q96RI0,PF00001
O95170,PF00400
Q9H3Q1,PF14957
Q9H3Q1,PF00786
Q6PGQ7,PF15280
Q9P2G1,PF00023
Q9P2G1,PF01485
Q53S99,PF01770
A8MZ97,PF15484
Q9ULV4,PF08953
Q9ULV4,PF00400
O00230,PF03002
Q9HCU4,PF00002
Q9HCU4,PF00028
Q9HCU4,PF00008
Q9HCU4,PF16489
Q9HCU4,PF01825
Q9HCU4,PF12661
Q9HCU4,PF00053
Q9HCU4,PF02210
Q8IUK8,PF00386
Q8TD30,PF00155
Q5SQH8,PF10184
Q6UXE8,PF13765
Q6UXE8,PF00622
Q6UXE8,PF07686
Q06187,PF00779
Q06187,PF00169
Q06187,PF07714
Q06187,PF00017
Q06187,PF00018
Q03989,PF01388
P27037,PF01064
P27037,PF00069
P49703,PF00025
O00421,PF00001
Q9HBZ2,PF00010
Q9HBZ2,PF00989
Q9HBZ2,PF08447
P57796,PF00036
P57796,PF13499
Q9UJX2,PF04049
Q9UJX2,PF13181
Q8IX05,PF00059
P22223,PF00028
P22223,PF01049
Q9H3F6,PF02214
P32320,PF00383
Q9UIF9,PF00439
Q9UIF9,PF02791
Q9UIF9,PF01429
Q9UIF9,PF00628
Q9UIF9,PF15612
Q9UIF9,PF15613
Q9BXH1,PF15826
Q06278,PF01315
Q06278,PF02738
Q06278,PF03450
Q06278,PF00941
Q06278,PF00111
Q06278,PF01799
Q9P2E5,PF05679
P54687,PF01063
A4D1U4,PF09804
Q9UPW0,PF00250
A0A087WX78,PF06881
P17301,PF01839
P17301,PF08441
P17301,PF00092
Q05BQ5,PF02820
P40305,PF06140
A2RUB1,PF15189
P17066,PF00012
Q7Z3Y8,PF00038
P01584,PF00340
P01584,PF02394
P01601,PF07686
Q9P035,PF04387
Q9BRQ6,PF05300
Q9BYG8,PF04598
Q9BYG8,PF17708
Q96G42,PF01344
Q6UWM7,PF00232
Q14693,PF16876
Q14693,PF04571
Q14693,PF08235
O75074,PF00431
O75074,PF00057
Q8IVT2,PF15304
Q96D46,PF04981
Q8N2H9,PF04710
Q96S42,PF00019
Q13371,PF02114
Q16342,PF04194
Q16342,PF01753
Q2TV78,PF00051
Q2TV78,PF00024
Q2TV78,PF00089
O60936,PF00619
Q5C9Z4,PF02847
Q5C9Z4,PF02854
Q9BZM2,PF00068
O14841,PF05378
O14841,PF01968
O14841,PF02538
Q8NGK4,PF13853
A6NGY5,PF13853
Q8NGC0,PF13853
Q8NH89,PF13853
A6NCV1,PF13853
Q86UD1,PF14941
