	entry_ac	architecture
9141	Q969V5	PF12483
9142	Q92824	PF00082;PF01483;PF14843;PF16470
9143	Q9Y5Y4	PF00001
9144	Q9H488	PF10250
9145	P10451	PF00865
9146	P59045	PF02758;PF05729;PF13516;PF17776;PF17779
9147	Q6ZTZ1	
9148	O75081	PF01753;PF07531;PF08788
9149	O43439	PF01753;PF07531;PF08788
9150	Q13469	PF00554;PF16179
9151	P32418	PF01699;PF03160;PF16494
9152	P19838	PF00531;PF00554;PF12796;PF16179
9153	P60201	PF01275
9154	Q9BV57	PF03079
9155	Q93015	PF00583
9156	Q02750	PF00069
9157	Q92932	PF00102;PF11548;PF14948
9158	Q6ZSC3	
9159	Q9NTZ6	PF00076
9160	Q07699	PF07686
9161	Q9Y296	PF04099
9162	P29144	PF00082;PF12580
9163	P0CI01	PF11357
9164	Q9NY46	PF00520;PF06512;PF11933
9165	Q8NFV5	PF11357
9166	Q4KMQ1	PF13914;PF13916
9167	P12270	PF07926
9168	A6NLX3	PF11357
9169	Q5T0D9	PF12456
9170	Q5VT97	PF00620
9171	O15533	PF07654
9172	Q9ULW0	PF06886;PF09041;PF12214
9173	Q9Y6H5	PF12796;PF16700
9174	Q9Y467	PF00096
9175	Q9BTD1	
9176	P51168	PF00858
9177	P0DPA3	
9178	Q8TAD8	PF00498
9179	Q9P1V8	PF07647
9180	P98077	PF00017;PF00640
9181	Q9HBX3	
9182	O14836	PF09305
9183	Q92529	PF00017;PF00640
9184	Q96RJ3	PF09256
9185	O94901	PF07738;PF09387;PF18580
9186	P01848	PF09291
9187	Q5SXM2	PF00249
9188	Q96DI7	PF00400
9189	Q9UPV9	PF04849;PF12448
9190	Q96EE3	PF00400
9191	P07204	PF00059;PF07645;PF09064;PF12662
9192	P51688	PF00884;PF16347
9193	O75446	PF13866;PF13867
9194	Q14242	
9195	Q86SQ7	PF15964
9196	Q9BZY9	PF00643
9197	O95025	PF01403
9198	Q9Y5K1	PF03533;PF04406
9199	Q9HCB6	PF00090;PF02014;PF06468
9200	O15041	PF00047;PF01403
9201	Q8NFY4	PF01403;PF01437
9202	Q8NCE0	PF01974;PF02778
9203	O60613	PF08806
9204	Q9Y2W3	PF07690
9205	Q6UXN7	PF02064
9206	P36941	PF00020
9207	A6NJ88	PF15300
9208	Q9H0E2	PF00168;PF02845
9209	Q8IXA5	PF00062
9210	A2A2V5	PF15872
9211	Q99720	PF04622
9212	Q9UJW9	PF06031
9213	Q9Y230	PF06068;PF17856
9214	Q9H987	PF00595
9215	Q13239	PF00017;PF00018
9216	Q7L3T8	PF00587;PF03129
9217	Q15465	PF01079;PF01085
9218	P08247	PF01284
9219	Q8TEL6	PF12463
9220	Q8IW52	PF13855
9221	P43307	PF03896
9222	O94991	PF13855
9223	Q15750	PF00481
9224	Q6SZW1	PF07647;PF13676
9225	Q9UGT4	PF00084;PF00094;PF01033;PF03782
9226	Q99717	PF03165;PF03166
9227	O43255	PF03145
9228	Q9BRV3	PF03083
9229	Q9NZC9	PF00176;PF00271;PF07443
9230	Q6IMI4	PF00685
9231	Q5SY68	PF01023
9232	Q9H015	PF00083
9233	Q147U7	PF15080
9234	P50226	PF00685
9235	A6NLX4	PF15195
9236	Q01959	PF00209
9237	P68371	PF00091;PF03953
9238	Q9NVG8	PF00566
9239	O15164	PF00439;PF00628;PF00643
9240	Q9P2M4	PF00566
9241	Q8IXH6	PF14839
9242	P42677	PF01667
9243	Q8IZ73	PF00849
9244	Q9Y210	PF00520;PF08344;PF12796
9245	P23258	PF00091;PF03953
9246	Q8TBC4	PF00899;PF08825
9247	Q12788	PF00400;PF08625
9248	Q9H5L6	PF05485;PF12017
9249	Q6AHZ1	
9250	Q9BZH6	
9251	A8K0Z3	PF11945
9252	Q5JNZ3	PF00096;PF01352
9253	Q96HQ0	PF00096;PF01352
9254	Q8IUB2	PF00095
9255	Q6NUN9	PF00096;PF01352;PF12417
9256	Q8IYX0	PF00096;PF01352
9257	P0C7X2	PF00096;PF01352
9258	Q8NA42	PF00096;PF01352
9259	Q8N1G0	PF00096;PF16622
9260	P17019	PF00096
9261	Q8NCA9	PF00096
9262	P07996	PF00090;PF00093;PF02412;PF05735
9263	Q96NG5	PF00096;PF01352
9264	Q86UK7	
9265	Q9Y484	PF00400
9266	P0CW00	PF00956
9267	Q96NL3	PF00096;PF01352
9268	Q7L945	PF00096;PF01352
9269	Q5TYW1	PF00096;PF01352
9270	P09544	PF00110
9271	Q9H489	PF00956
9272	Q8NFU3	PF00581
9273	H0UI37	PF00581
9274	Q6X784	PF07354
9275	C9J7I0	
9276	Q86WT1	
9277	Q14642	PF03372
9278	Q8WWU7	
9279	O95202	PF07766
9280	Q6UXG2	
9281	P19013	PF00038;PF16208
9282	P00568	
9283	Q8WXG6	PF02141;PF03456
9284	Q8WV92	PF04212;PF16565
9285	P53779	PF00069
9286	Q8IZD2	PF00628;PF00856
9287	Q8N8F7	PF15145
9288	Q9H6V9	PF10230
9289	A0A075B6J9	PF07686
9290	A0A075B6K2	PF07686
9291	Q5U5X0	PF05347
9292	Q7L8S5	PF02338
9293	Q9Y5A7	PF00627;PF18037
9294	Q9NRX3	PF06522
9295	P30101	PF00085
9296	O14917	PF00028;PF08266
9297	Q9Y5G3	PF00028;PF08266;PF15974;PF16492
9298	Q8N5F7	PF06047
9299	O00264	PF00173
9300	Q9HC56	PF00028;PF08266;PF08374
9301	Q8NFZ4	PF00135
9302	Q13951	PF02312
9303	P15531	PF00334
9304	Q9NXE4	PF14724
9305	O15305	PF03332
9306	Q9Y5B8	PF00334
9307	Q68D20	
9308	P0CG38	PF00022;PF12796;PF14915
9309	Q9NUX5	PF02765;PF16686
9310	Q16540	PF00276
9311	Q9H777	PF00753;PF12706
9312	Q9HB90	PF04670
9313	P62987	PF00240;PF01020
9314	Q9NQL2	PF04670
9315	Q13905	PF00617;PF00618
9316	Q8ND24	
9317	Q86VV4	PF00638
9318	Q96L21	PF00252
9319	P06454	PF03247
9320	Q15262	PF00041;PF00102;PF00629;PF07679
9321	P29074	PF00102;PF00373;PF00595;PF08736;PF09379;PF09380
9322	Q63HR2	PF00017;PF08416;PF10409
9323	O60687	PF00084;PF02494;PF13778
9324	P0DMR2	PF01099
9325	Q6PDA7	PF05324
9326	O00241	PF07654;PF07686
9327	Q16585	PF04790
9328	P0DJI8	PF00277
9329	Q9Y6A5	PF05010
9330	Q86VE3	PF00583
9331	A6NM43	PF00118
9332	Q9GZM7	PF00112
9333	P20366	
9334	Q6ZTI0	
9335	P61088	PF00179
9336	Q8N5A5	PF01585;PF18044
9337	Q2M389	PF14744;PF14745;PF14746
9338	Q9NZV7	PF00096;PF01352
9339	Q9H1Z4	PF00400
9340	Q9H7D7	PF00400
9341	Q14202	PF06467;PF12012
9342	Q96E35	PF01753;PF13392
9343	Q6PJI9	PF00400
9344	P52740	PF00096;PF01352
9345	Q8IYT8	PF00069;PF12063
9346	Q6P2C0	
9347	Q8N8H1	
9348	Q9Y5V0	PF04419
9349	Q8WU66	PF03736
9350	Q8IUB3	
9351	Q96PM5	PF05495;PF13639;PF14599
9352	P16415	PF00096;PF01352
9353	P01222	PF00007
9354	Q76KX8	PF00096;PF01352
9355	Q96SJ8	PF00335
9356	P0CV98	PF00956
9357	Q03938	PF00096;PF01352
9358	O00744	PF00110
9359	Q2NL82	PF04950;PF08142
9360	Q9UHR6	PF04438
9361	Q9BS31	PF00096;PF01352
9362	Q8N3J9	PF00096
9363	O95049	PF00595;PF00625;PF07653
9364	Q8N0U8	PF07884
9365	Q9H0U9	PF00956
9366	Q86VY4	PF00956
9367	P21754	PF00100
9368	Q12836	PF00088;PF00100
9369	P12036	PF00038;PF07142
9370	Q8NCE2	
9371	O14733	PF00069
9372	Q9BVG9	PF03034
9373	Q05209	PF00102
9374	Q8TAQ2	PF00249;PF04433;PF16495;PF16496;PF16498
9375	Q9Y5R8	PF04099
9376	Q5MJ68	PF11357
9377	Q8TER0	PF00008;PF00041;PF06119;PF12661
9378	Q15858	PF00520;PF06512;PF11933
9379	O43760	PF01284
9380	O43759	PF01284
9381	A6NI03	PF00097;PF00622
9382	Q15772	PF00069;PF07679
9383	A6NFY7	PF05347
9384	Q2MJR0	PF00568;PF05210
9385	Q8WW59	PF00622
9386	Q629K1	PF15168
9387	Q8WY21	PF00801;PF15901;PF15902
9388	Q99611	PF00586;PF02769
9389	Q92673	PF00041;PF00057;PF00058;PF15901;PF15902
9390	Q9H853	PF00091
9391	Q7L8C5	PF00168
9392	Q9BSW7	PF00168
9393	Q92552	PF10037
9394	P82909	
9395	O15050	
9396	Q8NFB2	PF10269
9397	P21579	PF00168
9398	Q96SI9	PF00035;PF07528
9399	Q6NT89	
9400	Q8WWV3	PF08240
9401	P0C7N4	PF15194
9402	Q9H2B2	PF00168
9403	Q9UHD8	PF00735
9404	Q7Z5L4	PF15212
9405	Q96LK8	PF15310
9406	Q9BW92	PF00587;PF02824;PF03129;PF07973
9407	Q96C24	PF00168;PF02318
9408	P35713	PF00505;PF12067
9409	P23497	PF00505;PF01342;PF03172;PF09011
9410	Q3ZLR7	PF12090
9411	Q9Y6P5	PF04636
9412	Q9BXG8	
9413	P50454	PF00079
9414	Q8N4B1	PF00169
9415	Q9HD15	PF07304
9416	Q6ZRS2	PF00176;PF00271;PF07529
9417	Q6RVD6	
9418	Q9BZD2	PF01733
9419	Q8NEY3	PF06294
9420	P41273	PF00229
9421	Q9C0H9	PF03915
9422	Q8N357	PF06027
9423	A8K8P3	
9424	Q8TBE7	PF00892
9425	P0C7Q6	
9426	Q8NBW4	PF01490
9427	Q96QK8	PF11027
9428	A0A2R8YCJ5	
9429	Q93038	PF00020;PF00531
9430	Q15020	PF00076;PF05391
9431	A6NJG2	PF12796
9432	Q96EI5	PF04538
9433	Q8N3R3	PF14687;PF14688
9434	O75386	PF01167;PF16322
9435	A0JD32	PF07686
9436	A0A0B4J277	PF07686
9437	P0DPF7	PF07686
9438	A0A0K0K1A3	PF07686
9439	O95164	PF13881
9440	O75317	PF00443
9441	Q96LW1	PF00096;PF01352;PF16622
9442	Q9BZA5	
9443	O95881	
9444	Q96IU2	PF02892
9445	Q49AG3	PF02892
9446	Q8N5P1	PF00642
9447	Q9NQZ6	PF10146
9448	Q9BY64	PF00201
9449	Q9Y3C8	PF08694
9450	Q9Y6Q3	PF00096;PF01352
9451	Q9NYU2	PF06427;PF18400;PF18401;PF18402;PF18403;PF18404
9452	A0JNW5	PF12624
9453	Q9HAD4	PF00400
9454	P17948	PF00047;PF07679;PF07714;PF17988
9455	Q5VY80	PF00129
9456	O15231	
9457	Q9BRH9	PF00096;PF01352
9458	Q14587	PF00096;PF01352
9459	Q86WB7	PF05978
9460	Q8TD23	PF00096;PF01352
9461	Q9Y462	PF00096;PF04704
9462	Q8N8C0	PF00096
9463	Q32MQ0	PF15269
9464	Q6RSH7	PF01847
9465	Q6ZN19	PF00096
9466	Q3KP31	PF00096;PF01352
9467	Q9HCE3	PF16622
9468	P35789	PF00096;PF01352
9469	Q9ULD9	
9470	Q9H7R5	PF00096;PF01352
9471	Q9UC07	PF00096;PF01352
9472	A6NGB9	PF02205
9473	Q8IZM8	PF00096
9474	Q9UJK0	PF04034;PF04068
9475	Q8N584	PF10300
9476	P56706	PF00110
9477	Q9UBC5	PF00063;PF00612;PF06017
9478	Q9UI43	PF01728
9479	O43193	PF00001
9480	Q9UPR0	PF00168;PF00387;PF00388;PF09279;PF16457
9481	Q9ULH7	PF02037;PF02755
9482	O15120	PF01553
9483	Q9NRX4	PF05005
9484	Q9UHV8	PF00337
9485	O60240	PF03036
9486	Q9NYY3	PF00069;PF00659
9487	P08651	PF00859;PF03165;PF10524
9488	Q06587	PF16207
9489	P61006	PF00071
9490	Q8NBN7	PF00106
9491	Q6NUJ5	PF00855
9492	Q13156	PF08784
9493	P11217	PF00343
9494	Q6ZV50	PF02257
9495	Q6NW40	PF06534;PF06535
9496	Q92546	PF08737
9497	P49802	PF00610;PF00615;PF00631;PF18148
9498	P62491	PF00071
9499	Q5W5W9	PF14948
9500	Q12829	PF00071;PF07525
9501	Q15291	PF00400
9502	P28749	PF01857;PF01858;PF08934;PF11934
9503	Q5VYV7	PF15744
9504	P67812	PF00717
9505	B5MCN3	PF00650
9506	Q86YT5	PF00939
9507	P06753	PF00261
9508	P28370	PF00176;PF00271;PF09110;PF09111;PF13892
9509	Q6UW68	PF13664
9510	Q6NT16	PF07690
9511	Q96MF2	PF00018;PF00130;PF07653
9512	Q99590	PF13639
9513	Q7L7X3	PF00069
9514	Q9P0N5	PF09799
9515	Q8N7C4	PF15049
9516	Q9BY12	PF16501
9517	Q99469	PF00018;PF00130
9518	Q9ULZ2	PF00017;PF00169
9519	Q16762	PF00581
9520	P10600	PF00019;PF00688
9521	Q9NYW0	PF05296
9522	A0A087X179	PF00566
9523	Q9BXR0	PF01702
9524	Q8IYX1	PF00566
9525	Q7L099	PF02759
9526	A0A087WXS9	PF00566
9527	Q13950	PF00853;PF08504
9528	O75347	PF02970
9529	B9A6J9	PF00566
9530	Q9UPU7	PF00169;PF00566
9531	Q9BYX2	PF00169;PF00566
9532	Q8N2Y8	PF02759;PF07653
9533	Q6SJ96	PF00352
9534	Q8TB96	
9535	P14410	PF00088;PF01055;PF16863
9536	Q8IWZ8	PF01585;PF01805
9537	P47974	PF00642;PF04553
9538	Q8TAT8	
9539	Q5W0Q7	PF15499;PF15509
9540	P63279	PF00179
9541	Q9Y5Z9	PF01040
9542	Q9C0D4	
9543	O14530	PF00085
9544	Q9HC78	PF00096;PF00651
9545	Q9HCK0	PF00096;PF00651
9546	O43915	PF00341
9547	C4AMC7	PF11945
9548	A2RRH5	PF00400
9549	Q9UJU3	PF00096;PF01352
9550	P52736	PF00096;PF01352
9551	Q86VZ2	PF00400
9552	P52743	PF00096
9553	A2RRD8	PF00096;PF01352
9554	O14978	PF00096;PF01352;PF02023
9555	A6NFI3	PF00096;PF01352
9556	Q9H7S9	PF12402
9557	Q6ZRF7	PF00096
9558	A8MTY0	PF00096;PF01352
9559	Q8N0Y2	PF00096;PF02023
9560	Q6P1L6	PF00096;PF01352
9561	P0CG23	PF00096
9562	O60384	
9563	Q8WX77	PF00219;PF07648;PF07679
9564	Q92613	PF10513
9565	K9M1U5	PF15177
9566	P05014	PF00143
9567	P01877	PF00047;PF07654
9568	Q13164	PF00069
9569	Q8N967	PF01462;PF13855
9570	O14960	PF01551
9571	Q16539	PF00069
9572	P62312	PF01423
9573	Q05513	PF00069;PF00130;PF00433;PF00564
9574	P05154	PF00079
9575	Q6UWI2	PF17061
9576	Q9H4K7	PF01018;PF01926
9577	P12829	
9578	Q9HC36	PF00588
9579	Q96QG7	PF06602
9580	Q6S8J7	PF00023;PF12796
9581	O14939	PF00614;PF00787;PF13091
9582	P51991	PF00076
9583	Q13464	PF00069;PF08912
9584	Q9Y3U8	PF01158
9585	Q96FB5	PF13679
9586	Q92753	PF00104;PF00105
9587	Q9NWF9	
9588	P34096	PF00074
9589	P51148	PF00071
9590	Q8TC41	PF01485
9591	Q2TAK8	
9592	P78563	PF00035;PF02137
9593	Q8N142	PF00709
9594	P51606	
9595	P00797	PF00026;PF07966
9596	Q13972	PF00169;PF00617;PF00618;PF00621
9597	P0DJ07	PF09803
9598	Q8IXT5	PF00076
9599	P10745	PF03572
9600	Q8NC44	
9601	Q14914	PF00107;PF16884
9602	Q3KNS1	PF02460
9603	P07949	PF00028;PF07714;PF17756;PF17812;PF17813
9604	A0AV96	PF00076
9605	P23469	PF00102
9606	Q8IUQ4	PF03145
9607	Q8IYB8	PF00271;PF12513;PF18114;PF18147
9608	P21817	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709
9609	P61647	PF00777
9610	Q6IA17	PF01582
9611	Q8NDV3	PF02463;PF06470
9612	O95136	PF00001
9613	A0A0A0MT94	
9614	A0A0A0MT78	
9615	P04053	PF00533;PF10391;PF14716;PF14791;PF14792
9616	Q96HH4	PF15052
9617	Q6ZP80	PF13903
9618	Q8NA31	PF00249
9619	Q8NBT3	PF10192
9620	Q9Y2X8	PF00179
9621	Q8TED0	PF00400;PF09384
9622	Q70EL4	PF00443
9623	Q8IZQ1	PF01363;PF02138;PF14844
9624	Q99816	PF05743;PF09454
9625	P13987	PF00021
9626	Q8IZY5	
9627	O75712	PF00029
9628	P42830	PF00048
9629	P60228	PF01399;PF09440
9630	P61073	PF00001;PF12109
9631	Q16854	PF01712
9632	O43921	PF00812
9633	P34913	PF00561;PF13419
9634	P56524	PF00850;PF12203
9635	O95140	PF00350;PF04799
9636	Q5TKA1	PF06584
9637	A8MVW5	
9638	P33032	PF00001
9639	Q96AA8	PF16034
9640	Q6B9Z1	PF14653
9641	Q9BYG3	PF00076;PF12196
9642	O95751	PF16297
9643	A4D1F6	PF00560;PF13855
9644	P15260	PF01108;PF07140
9645	O75167	PF02755
9646	Q9BVI0	PF12618;PF18115
9647	Q5VV67	PF00076
9648	Q15102	PF13472
9649	Q8IZL8	PF08166;PF08167
9650	F5H284	PF00160
9651	Q8NGC5	PF13853
9652	Q8NGN4	PF13853
9653	P0DN26	PF00160
9654	Q9NZP0	PF13853
9655	Q8NGE5	PF13853
9656	O75914	PF00069;PF00786
9657	Q8NGY3	PF13853
9658	Q8NGX3	PF13853
9659	Q6IFH4	PF13853
9660	Q8NH87	PF13853
9661	Q8NHC6	PF13853
9662	F8WFD2	
9663	Q8TAD7	PF15506
9664	Q9BZ23	PF03630
9665	Q6ZUF6	
9666	Q9Y6M9	PF05347
9667	Q86V24	PF03006
9668	P55085	PF00001
9669	Q8NHP6	PF00635;PF00650
9670	O96009	PF00026
9671	Q96L15	PF01129
9672	O14513	PF15246
9673	Q9H3S7	PF00102;PF03097;PF13949
9674	Q5T481	
9675	Q9BTD8	PF00076
9676	Q7Z7C8	PF07524;PF10406
9677	P80511	PF01023
9678	P55017	PF00324;PF03522;PF08403
9679	P46059	PF00854
9680	O15198	PF03165;PF03166
9681	Q9Y2H1	PF00069;PF00433
9682	A6NML5	
9683	P30531	PF00209
9684	Q96CG3	PF00498
9685	O14894	PF05805
9686	O43435	PF00907
9687	Q99727	PF00965
9688	P61247	PF01015
9689	P20061	PF01122;PF14478
9690	Q96DA0	PF01419
9691	Q8IZ20	PF00096
9692	Q9UL40	
9693	Q9P0T4	PF00096
9694	Q9H0D2	PF00096;PF01448
9695	Q6P9A3	PF00096;PF01352
9696	Q6NX49	PF00096;PF01352
9697	O60635	PF00335
9698	Q6PF04	PF00096;PF01352
9699	Q9BR09	PF07177;PF07525
9700	P13535	PF00063;PF01576;PF02736
9701	Q9NXD2	PF06602;PF12578
9702	P36507	PF00069
9703	Q9HCE1	PF13087
9704	Q13615	PF01363;PF06602
9705	P18031	PF00102
9706	P23467	PF00041;PF00102
9707	Q99954	PF15621
9708	P61009	PF04573
9709	Q9UPX8	PF00536;PF07653;PF17820
9710	Q5MJ70	PF11357
9711	Q8IUH8	PF04258
9712	P35325	PF14820
9713	Q9BQF6	PF02902
9714	Q15654	PF00412
9715	P35712	PF00505
9716	Q32P41	PF02475
9717	O00267	PF00467;PF03439;PF11942
9718	Q9NSD9	PF03483;PF03484;PF17759;PF18262
9719	Q01082	PF00307;PF00435;PF15410
9720	P57105	PF00595
9721	O43493	
9722	Q8N6R1	PF06624
9723	Q02447	PF00096
9724	A4IF30	PF06027
9725	Q96G79	PF04142
9726	Q8NEF9	PF09073
9727	P19429	PF00992;PF11636
9728	Q8N5G0	PF15061
9729	Q96FL8	PF01554
9730	Q16650	PF00907;PF16176
9731	Q5T4F7	PF01392;PF01759
9732	Q08648	PF05324
9733	Q9NXA8	PF02146
9734	Q8N2U9	PF04193
9735	Q8N9U0	PF00168
9736	P0C263	PF00069
9737	P49848	PF02969;PF07571
9738	O75845	PF04116
9739	P37837	PF00923
9740	P40238	PF00041;PF09067
9741	Q15436	PF00626;PF04810;PF04811;PF04815;PF08033
9742	O95630	PF01398;PF08969
9743	Q9P031	PF08524
9744	Q9BZJ4	PF00153
9745	A2RU14	
9746	Q8N4C7	PF00804
9747	Q9Y2B4	PF15331
9748	O60347	PF00566
9749	Q92622	PF02759;PF13901
9750	Q15813	PF01302;PF14560
9751	Q9Y4P3	PF00400
9752	O15119	PF00907;PF12598
9753	Q9UMR3	PF00907
9754	Q9Y242	PF00498
9755	F5GYI3	
9756	Q9C0C9	PF00179
9757	A0A0B4J245	PF07686
9758	A0A0B4J265	PF07686
9759	A0A0B4J273	PF07686
9760	A0A0B4J235	PF07686
9761	Q6IBS0	PF00241
9762	A8MWA4	PF00096;PF01352
9763	P25311	PF00129;PF07654
9764	Q569K4	
9765	O95409	PF00096;PF18366
9766	O60481	PF00096;PF18366
9767	Q15776	PF00096;PF01352;PF02023
9768	Q6RFH5	PF00400
9769	Q6H3X3	PF00129
9770	P52742	PF00096;PF01352
9771	Q99676	PF00096;PF01352
9772	Q3ZCT1	PF00096
9773	Q96GC6	PF00096;PF01352;PF02023
9774	Q2VY69	PF00096;PF01352
9775	Q9UL36	PF00096
9776	Q9HCX3	PF00096;PF01352
9777	A4D1P6	PF00400
9778	Q0D2J5	PF00096;PF01352
9779	Q9H4Z2	
9780	Q9H5H4	PF00096;PF05001
9781	Q96N20	PF00096;PF01352
9782	Q8TAU3	PF00096;PF01352
9783	P21506	PF00096;PF01352
9784	C9JN71	PF00096;PF01352
9785	Q8TBZ5	PF00096
9786	P41587	PF00002;PF02793
9787	Q969D9	PF15216
9788	Q9BRI3	PF01545
9789	P19075	PF00335
9790	Q7Z3V5	PF00096;PF01352
9791	Q9P2E3	PF13086;PF13087
9792	Q8WXB4	PF00096;PF01352
9793	Q49AM3	
9794	Q08AM6	PF11916;PF12755
9795	Q8NHS3	PF07690
9796	Q96DB2	PF00850
9797	Q8IV16	PF00021
9798	Q6ZWT7	PF03062
9799	P48735	PF00180
9800	P26572	PF03071
9801	Q6WRI0	PF07679;PF13855
9802	Q15653	PF12796
9803	A0A1B0GVS7	PF15316
9804	Q9UKS7	PF00096
9805	P0DOY3	PF07654
9806	P24394	PF09238
9807	P05112	PF00727
9808	P10145	PF00048
9809	Q9Y5R4	PF05175;PF17827
9810	Q8N3F8	PF00307;PF00412;PF12130
9811	Q9H511	PF00651;PF01344;PF07707
9812	A0JLT2	PF10278
9813	Q6PF15	PF00651;PF01344;PF07707
9814	Q9BYE3	PF14672
9815	Q9HAP2	PF00010
9816	Q9UH92	PF00010
9817	Q96L11	PF15838
9818	Q15528	PF06179
9819	Q96EY8	PF01923
9820	Q3LI77	PF05287
9821	Q3LI54	PF11759
9822	Q9UBD0	PF00447
9823	Q9ULZ9	PF00045;PF00413;PF01471
9824	Q9BQ13	PF02214
9825	Q9BYR3	PF13885
9826	Q9BYQ7	PF13885
9827	A8MXZ3	PF13885
9828	Q6UWQ5	PF00062
9829	P09429	PF00505;PF09011
9830	P0CJ71	PF15040
9831	Q8N653	PF00651;PF01344;PF07646
9832	O75330	PF15905;PF15908
9833	Q09470	PF00520;PF02214
9834	P30519	PF01126
9835	P51812	PF00069;PF00433
9836	Q96S38	PF00069;PF00787;PF04212
9837	A8MTL9	PF00079
9838	P50135	
9839	Q8TCA0	PF00560;PF13855
9840	P52597	PF00076;PF08080
9841	Q2I0M4	PF13855
9842	Q96FV0	
9843	P57077	
9844	Q9NZN1	PF00047;PF01582;PF18452
9845	Q8WZA9	
9846	Q8IX15	PF05920;PF11569
9847	Q8WWY8	PF00151
9848	Q3KQU3	PF05672
9849	P0DPK5	PF00125
9850	A0A0A0MT36	PF07686
9851	Q02241	PF00225;PF16540
9852	Q9NQG7	
9853	Q13751	PF00053;PF00055
9854	P06732	PF00217;PF02807
9855	Q96AX9	PF00569;PF06701;PF12796;PF13606;PF18346
9856	Q9ULL5	PF13926
9857	Q6P597	
9858	Q1L5Z9	PF02190
9859	O75387	PF07690
9860	Q9BUR5	PF09769
9861	Q9BTT6	PF13855
9862	Q8N371	PF13621
9863	Q03164	PF00628;PF00856;PF02008;PF05964;PF05965
9864	P22732	PF00083
9865	Q86UY8	PF05761
9866	Q5T089	PF02493
9867	Q9BRC7	PF00168;PF00169;PF00387;PF00388;PF09279;PF13202
9868	O75113	PF11977
9869	Q9UBK7	PF00071
9870	Q9H2T7	PF03810
9871	A6NL88	PF13908
9872	Q6ZMC9	PF07686
9873	Q8WUM9	PF01384
9874	Q58G82	PF00168
9875	Q17RP2	PF03184;PF03221;PF04218
9876	Q9ULP9	PF00566;PF07534
9877	P16035	PF00965
9878	O75663	PF04176
9879	Q3C1V9	
9880	Q9Y5J1	
9881	Q6ZN55	PF00096
9882	Q99614	PF00515;PF13181
9883	Q2TBF2	PF01822
9884	Q9NYS7	PF00400;PF07525
9885	Q9BV40	PF00957
9886	Q8IYA2	PF12001;PF14915
9887	Q99715	PF00041;PF00092;PF01391
9888	P20138	PF00047;PF07686
9889	Q9HB65	PF07303;PF10390
9890	A8MWK0	PF00173;PF00487
9891	P43003	PF00375
9892	Q17RC7	PF06046
9893	Q99689	PF07763
9894	Q13304	PF00001
9895	P52569	PF13520;PF13906
9896	P14138	PF00322
9897	Q7L9B9	
9898	Q6ZN68	PF10034
9899	Q13618	PF00888;PF10557
9900	Q8NEP3	
9901	P60608	PF00429
9902	Q9HAE3	PF13499
9903	P39880	PF00046;PF02376
9904	Q8TF08	PF05392
9905	O15255	PF15895
9906	P28845	PF00106
9907	Q16644	PF00069
9908	P09016	PF00046
9909	P51948	PF06391;PF17121
9910	Q6UWB1	PF00041
9911	Q8IU81	PF00097;PF11261
9912	Q8WWA0	
9913	O00187	PF00084;PF00089;PF00431;PF07645
9914	Q9H496	
9915	Q9HCC0	PF01039
9916	P0DOX2	PF00047;PF07654;PF07686
9917	Q9Y2N7	PF00989;PF08447;PF11413
9918	Q6NVY1	PF16113
9919	A6ND01	PF03024
9920	Q75QN2	
9921	P48539	
9922	Q92621	PF11894
9923	P49321	PF10516;PF13181
9924	Q9UHF3	PF00583
9925	Q8IVL1	PF00307
9926	P22736	PF00104;PF00105
9927	Q6BCY4	PF00175;PF00970
9928	Q15406	PF00104;PF00105
9929	P00387	PF00175;PF00970
9930	P03897	PF00507
9931	Q6IPT4	PF00175;PF00970;PF09791
9932	Q9NVE7	PF01937;PF03630
9933	Q2M385	PF01823
9934	Q99547	PF10175
9935	Q9HC58	PF01699
9936	Q9NQS3	PF07686;PF08205
9937	Q8NEH6	
9938	P16333	PF00017;PF00018;PF14604
9939	P46459	PF00004;PF02359;PF02933;PF17862
9940	Q9H857	PF05761
9941	Q9UL68	PF01530;PF08474
9942	Q4KWH8	PF00168;PF00387;PF00388;PF09279
9943	Q8NG50	PF00076
9944	Q8N0T1	PF15679
9945	P0C7P3	PF04326
9946	Q52WX2	PF00069
9947	Q11201	PF00777
9948	Q15413	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709
9949	Q9H5I1	PF00385;PF00856;PF05033
9950	Q9BZV2	PF01770
9951	O00322	PF00335
9952	A0A075B6N1	PF07686
9953	A0A0B4J279	PF07686
9954	A0A0J9YY54	PF15186
9955	Q9Y5T5	PF00443;PF02148
9956	Q8TEY7	PF00443;PF02148;PF06337
9957	P40222	PF09728
9958	Q96BW1	
9959	Q70CQ3	PF00443
9960	A8MXQ7	
9961	Q7Z570	PF12171
9962	Q00653	PF00531;PF00554;PF12796;PF16179
9963	Q96BY2	PF14893
9964	Q9NVA2	PF00735
9965	Q7L0X0	PF01463;PF13855
9966	P01241	PF00103
9967	Q8NCJ5	PF00622
9968	Q96PQ0	PF00801;PF15901;PF15902
9969	Q9HB31	PF00046
9970	Q8IYL2	PF07757
9971	A4D263	PF15073
9972	Q5T0L3	PF17734
9973	P48436	PF00505;PF12444
9974	Q12981	PF03908
